ID,Famille,Fonctionnalité,Statut,Usage et limites,Sources,Commit,Date de lecture
D07,⚙️ Déployer et évaluer la plateforme,Code source sous licence MIT,Documenté,Moteur modifiable et auto-hébergeable ; les composants et services tiers conservent leurs propres conditions.,https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/LICENSE,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
D08,⚙️ Déployer et évaluer la plateforme,Bascule multi-projets dans l’application desktop,Documenté,Sélectionner et retrouver plusieurs projets depuis l’application native ; parcours d’accueil pour préparer un premier projet.,https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/desktop.md https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/cmd/iterion-desktop/bindings.go,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
D09,⚙️ Déployer et évaluer la plateforme,Mise à jour desktop avec vérification de signature,Conditionnel / limité,"Vérifier le manifeste et l’artefact avec Ed25519, puis proposer l’application de la mise à jour selon le paquet et la plateforme. Cela ne vaut pas notarisation macOS ou signature Windows.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/docs/desktop.md https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/cmd/iterion-desktop/updater.go,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
C01,🤖 Méthodes fournies sous forme de bots,Développement d’applications et de fonctionnalités,Bot fourni,"Bundles app-dev, feature-dev, feature-gap-fill, bmady ; workflows adaptables au dépôt et aux critères du client.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/bots/app-dev/main.bot https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/bots/feature-dev/main.bot https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/bots/feature-gap-fill/main.bot https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/bots/bmady/main.bot,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
C02,🤖 Méthodes fournies sous forme de bots,Revue de code et dialogue sur une revue,Bot fourni,"review-pr, revi-converse, avec auxiliaires de revue ; couverture des forges et autorisations à vérifier.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/bots/review-pr/main.bot https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/bots/revi-converse/main.bot,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
C03,🤖 Méthodes fournies sous forme de bots,Amélioration continue et modernisation,Bot fourni,"whole-improve-loop, branch-improve-loop, modernize, evolve ; contrôles et étapes de validation définis par chaque bot.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/bots/whole-improve-loop/main.bot https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/bots/branch-improve-loop/main.bot https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/bots/modernize/main.bot https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/bots/evolve/main.bot,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
C04,🤖 Méthodes fournies sous forme de bots,"Tests, couverture et instrumentation",Bot fourni,"test-coverage, e2e-coverage, golden-master, instrument pour construire ou examiner des preuves adaptées au projet.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/bots/test-coverage/main.bot https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/bots/e2e-coverage/main.bot https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/bots/golden-master/main.bot https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/bots/instrument/main.bot,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
C05,🤖 Méthodes fournies sous forme de bots,Audit sécurité et maintenance des dépendances,Bot fourni,"sec-audit-source, sec-audit-deps, dep-update-guard, secured-renovacy, supply-shield et variantes ; un audit automatisé ne certifie pas l’absence de vulnérabilités.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/bots/sec-audit-source/main.bot https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/bots/sec-audit-deps/main.bot https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/bots/dep-update-guard/main.bot https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/bots/supply-shield/main.bot,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
C06,🤖 Méthodes fournies sous forme de bots,Veille de vulnérabilités,Bot fourni,vuln-watch pour détecter et aiguiller le travail de correction selon sa configuration.,https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/bots/vuln-watch/main.bot,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
C07,🤖 Méthodes fournies sous forme de bots,Accessibilité,Bot fourni,"rgaa-audit, ultra11y ; audits et corrections à qualifier sur le périmètre testé, sans promesse de conformité automatique.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/bots/rgaa-audit/main.bot https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/bots/ultra11y/main.bot,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
C08,🤖 Méthodes fournies sous forme de bots,Documentation et architecture,Bot fourni,"docs-refresh, product-docs, wiki-gen, adr-cartograph, adr-rechallenge ; production et mise à jour de documents à relire.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/bots/docs-refresh/main.bot https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/bots/product-docs/main.bot https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/bots/wiki-gen/main.bot https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/bots/adr-cartograph/main.bot https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/bots/adr-rechallenge/main.bot,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
C09,🤖 Méthodes fournies sous forme de bots,"Veille éditoriale, triage et planification",Bot fourni,"feed-watch, issue-triage, whats-next, campaign ; collecte, synthèse et coordination selon les workflows fournis.",https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/bots/feed-watch/main.bot https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/bots/issue-triage/main.bot https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/bots/whats-next/main.bot https://github.com/SocialGouv/iterion/blob/bbc1ddc7844b81582b6dfc4d0b7f381680bb284b/bots/campaign/main.bot,bbc1ddc7844b81582b6dfc4d0b7f381680bb284b,2026-09-11
